machine_name,sensor_type,date_measurement_f,number_of_observations,1,2,3,4,5,6,7,8
RBG2,idle_wheel_V_eff,2018-06-28,4,1.022,1.021,1.0659999999999998,1.064,,,,
RBG2,idle_wheel_V_eff,2018-06-29,4,1.081,0.978,1.08,1.028,,,,
RBG2,idle_wheel_V_eff,2018-06-30,3,1.107,1.083,1.08,,,,,
RBG2,idle_wheel_V_eff,2018-07-01,3,1.093,1.063,1.074,,,,,
RBG2,idle_wheel_V_eff,2018-07-02,3,1.087,1.0959999999999999,1.07,,,,,
RBG2,idle_wheel_V_eff,2018-07-03,3,1.072,1.033,0.992,,,,,
RBG2,idle_wheel_V_eff,2018-07-04,2,0.986,1.03,,,,,,
RBG2,idle_wheel_V_eff,2018-07-05,4,1.0759999999999998,1.079,1.0759999999999998,1.073,,,,
RBG2,idle_wheel_V_eff,2018-07-06,4,1.043,1.038,1.063,1.045,,,,
RBG2,idle_wheel_V_eff,2018-07-07,3,1.037,1.03,1.052,,,,,
RBG2,idle_wheel_V_eff,2018-07-08,3,1.0590000000000002,1.0590000000000002,1.041,,,,,
RBG2,idle_wheel_V_eff,2018-07-09,5,1.083,1.054,1.063,1.077,1.04,,,
RBG2,idle_wheel_V_eff,2018-07-10,4,1.065,1.0859999999999999,1.01,1.1079999999999999,,,,
RBG2,idle_wheel_V_eff,2018-07-11,3,1.084,1.022,1.099,,,,,
RBG2,idle_wheel_V_eff,2018-07-12,3,1.041,1.045,1.033,,,,,
RBG2,idle_wheel_V_eff,2018-07-13,3,1.046,1.032,1.0490000000000002,,,,,
RBG2,idle_wheel_V_eff,2018-07-14,3,1.026,1.036,1.052,,,,,
RBG2,idle_wheel_V_eff,2018-07-15,3,1.034,1.034,1.0270000000000001,,,,,
RBG2,idle_wheel_V_eff,2018-07-16,2,1.02,1.0270000000000001,,,,,,
RBG2,idle_wheel_a_max,2018-03-19,2,1197.404,1115.46,,,,,,
RBG2,idle_wheel_a_max,2018-03-20,4,1128.788,1219.674,1197.807,1111.362,,,,
RBG2,idle_wheel_a_max,2018-03-21,3,1220.762,1174.74,1176.958,,,,,
RBG2,idle_wheel_a_max,2018-03-22,4,1194.48,1162.638,1094.175,1121.108,,,,
RBG2,idle_wheel_a_max,2018-03-23,3,1143.393,1147.97,1163.128,,,,,
RBG2,idle_wheel_a_max,2018-03-24,3,1070.464,1143.767,1058.82,,,,,
RBG2,idle_wheel_a_max,2018-03-25,3,1106.514,1132.637,1080.172,,,,,
RBG2,idle_wheel_a_max,2018-03-26,3,1008.215,1258.482,1151.505,,,,,
RBG2,idle_wheel_a_max,2018-03-27,4,1167.464,1126.9080000000001,1146.845,1124.0330000000001,,,,
RBG2,idle_wheel_a_max,2018-03-28,3,1079.9589999999998,1093.896,1065.511,,,,,
RBG2,idle_wheel_a_max,2018-03-29,4,1079.383,962.7339999999999,1192.862,1101.861,,,,
RBG2,idle_wheel_a_max,2018-03-30,3,1249.714,1090.478,1137.337,,,,,
RBG2,idle_wheel_a_max,2018-03-31,3,1212.3419999999999,1147.01,1179.754,,,,,
RBG2,idle_wheel_a_max,2018-04-01,3,1118.604,1127.01,1153.859,,,,,
RBG2,idle_wheel_a_max,2018-04-02,3,1107.412,1113.763,1138.404,,,,,
RBG2,idle_wheel_a_max,2018-04-03,3,1151.4389999999999,1135.907,1152.474,,,,,
RBG2,idle_wheel_a_max,2018-04-04,3,1115.779,1087.035,1113.993,,,,,
RBG2,idle_wheel_a_max,2018-04-05,5,1087.992,1093.8419999999999,1080.485,1119.922,1012.0360000000001,,,
RBG2,idle_wheel_a_max,2018-04-06,2,1957.631,770.419,,,,,,
RBG2,idle_wheel_a_max,2018-04-07,3,761.7639999999999,803.8810000000001,788.1110000000001,,,,,
RBG2,idle_wheel_a_max,2018-04-08,3,786.625,916.804,762.34,,,,,
RBG2,idle_wheel_a_max,2018-04-09,3,824.562,932.197,775.715,,,,,
RBG2,idle_wheel_a_max,2018-04-10,4,849.0160000000001,810.623,805.5360000000001,789.655,,,,
RBG2,idle_wheel_a_max,2018-04-11,4,860.936,781.5060000000001,775.6339999999999,888.1460000000001,,,,
RBG2,idle_wheel_a_max,2018-04-12,4,777.83,825.288,785.105,845.9019999999999,,,,
RBG2,idle_wheel_a_max,2018-04-13,4,840.716,827.203,803.303,821.5989999999999,,,,
RBG2,idle_wheel_a_max,2018-04-14,3,772.409,833.23,870.827,,,,,
RBG2,idle_wheel_a_max,2018-04-15,3,816.087,819.666,833.791,,,,,
RBG2,idle_wheel_a_max,2018-04-16,3,791.2080000000001,762.3839999999999,803.4010000000001,,,,,
RBG2,idle_wheel_a_max,2018-04-17,3,834.94,801.3960000000001,857.058,,,,,
RBG2,idle_wheel_a_max,2018-04-18,5,814.02,820.841,795.988,853.194,801.872,,,
RBG2,idle_wheel_a_max,2018-04-19,3,879.822,891.717,804.615,,,,,
RBG2,idle_wheel_a_max,2018-04-20,4,925.888,802.316,798.561,788.7489999999999,,,,
RBG2,idle_wheel_a_max,2018-04-21,3,883.852,829.3939999999999,904.4630000000001,,,,,
RBG2,idle_wheel_a_max,2018-04-22,3,843.595,933.69,822.432,,,,,
RBG2,idle_wheel_a_max,2018-04-23,3,865.15,869.53,857.7139999999999,,,,,
RBG2,idle_wheel_a_max,2018-04-24,3,797.957,811.988,871.362,,,,,
RBG2,idle_wheel_a_max,2018-04-25,5,835.798,903.342,818.717,926.49,828.664,,,
RBG2,idle_wheel_a_max,2018-04-26,3,878.562,886.462,819.617,,,,,
RBG2,idle_wheel_a_max,2018-04-27,3,844.482,897.357,910.0310000000001,,,,,
RBG2,idle_wheel_a_max,2018-04-28,2,802.2,793.07,,,,,,
RBG2,idle_wheel_a_max,2018-04-29,1,852.534,,,,,,,
RBG2,idle_wheel_a_max,2018-04-30,3,790.61,818.801,833.576,,,,,
RBG2,idle_wheel_a_max,2018-05-01,3,790.659,770.095,832.235,,,,,
RBG2,idle_wheel_a_max,2018-05-02,4,824.6339999999999,915.7719999999999,735.826,805.21,,,,
RBG2,idle_wheel_a_max,2018-05-03,3,901.9730000000001,892.182,855.785,,,,,
RBG2,idle_wheel_a_max,2018-05-04,3,786.28,888.434,821.936,,,,,
RBG2,idle_wheel_a_max,2018-05-05,3,839.6210000000001,866.0930000000001,805.7189999999999,,,,,
RBG2,idle_wheel_a_max,2018-05-06,3,828.605,844.966,730.676,,,,,
RBG2,idle_wheel_a_max,2018-05-07,4,811.8330000000001,823.123,883.559,937.6010000000001,,,,
RBG2,idle_wheel_a_max,2018-05-08,4,864.1669999999999,809.2389999999999,848.7689999999999,770.2130000000001,,,,
RBG2,idle_wheel_a_max,2018-05-09,3,784.938,846.097,834.294,,,,,
RBG2,idle_wheel_a_max,2018-05-10,3,887.5239999999999,821.9839999999999,846.663,,,,,
RBG2,idle_wheel_a_max,2018-05-11,3,827.579,897.198,780.18,,,,,
RBG2,idle_wheel_a_max,2018-05-12,3,834.056,801.5219999999999,831.74,,,,,
RBG2,idle_wheel_a_max,2018-05-13,3,792.546,825.5360000000001,860.946,,,,,
RBG2,idle_wheel_a_max,2018-05-14,3,789.192,851.3989999999999,950.003,,,,,
RBG2,idle_wheel_a_max,2018-05-15,3,890.316,846.885,852.752,,,,,
RBG2,idle_wheel_a_max,2018-05-16,3,828.503,833.863,849.7189999999999,,,,,
RBG2,idle_wheel_a_max,2018-05-17,2,798.549,790.2080000000001,,,,,,
RBG2,idle_wheel_a_max,2018-05-18,3,871.1389999999999,854.613,831.56,,,,,
RBG2,idle_wheel_a_max,2018-05-19,3,798.048,842.571,804.315,,,,,
RBG2,idle_wheel_a_max,2018-05-20,3,745.302,743.941,767.58,,,,,
RBG2,idle_wheel_a_max,2018-05-21,3,851.6030000000001,800.46,848.523,,,,,
RBG2,idle_wheel_a_max,2018-05-22,3,786.5880000000001,829.923,857.16,,,,,
RBG2,idle_wheel_a_max,2018-05-23,3,754.29,852.295,814.3,,,,,
RBG2,idle_wheel_a_max,2018-05-24,3,847.6030000000001,832.337,848.02,,,,,
RBG2,idle_wheel_a_max,2018-05-25,3,792.74,880.7539999999999,779.19,,,,,
RBG2,idle_wheel_a_max,2018-05-26,3,744.164,749.299,932.545,,,,,
RBG2,idle_wheel_a_max,2018-05-27,3,767.8430000000001,866.701,775.7510000000001,,,,,
RBG2,idle_wheel_a_max,2018-05-28,4,808.189,912.2539999999999,830.9810000000001,851.753,,,,
RBG2,idle_wheel_a_max,2018-05-29,2,901.2180000000001,827.493,,,,,,
RBG2,idle_wheel_a_max,2018-05-30,4,764.1,883.498,804.98,840.935,,,,
RBG2,idle_wheel_a_max,2018-05-31,3,857.75,850.1560000000001,795.091,,,,,
RBG2,idle_wheel_a_max,2018-06-01,3,807.7139999999999,936.6669999999999,839.7260000000001,,,,,
RBG2,idle_wheel_a_max,2018-06-02,3,915.1260000000001,865.7330000000001,837.674,,,,,
RBG2,idle_wheel_a_max,2018-06-03,3,874.845,803.5369999999999,793.426,,,,,
RBG2,idle_wheel_a_max,2018-06-04,3,873.591,794.051,930.159,,,,,
RBG2,idle_wheel_a_max,2018-06-05,3,801.1039999999999,885.818,932.826,,,,,
RBG2,idle_wheel_a_max,2018-06-06,3,826.508,887.7589999999999,879.015,,,,,
RBG2,idle_wheel_a_max,2018-06-07,4,1017.404,849.423,884.073,885.4689999999999,,,,
RBG2,idle_wheel_a_max,2018-06-08,3,939.873,811.263,875.238,,,,,
RBG2,idle_wheel_a_max,2018-06-09,3,974.7239999999999,954.202,832.086,,,,,
RBG2,idle_wheel_a_max,2018-06-10,3,943.908,821.691,795.107,,,,,
RBG2,idle_wheel_a_max,2018-06-11,3,805.63,809.313,814.669,,,,,
RBG2,idle_wheel_a_max,2018-06-12,4,912.8510000000001,833.145,799.6310000000001,818.087,,,,
RBG2,idle_wheel_a_max,2018-06-13,3,881.541,846.7,833.945,,,,,
RBG2,idle_wheel_a_max,2018-06-14,3,887.1160000000001,906.885,895.548,,,,,
RBG2,idle_wheel_a_max,2018-06-15,3,995.666,808.913,817.437,,,,,
RBG2,idle_wheel_a_max,2018-06-16,3,882.13,801.9630000000001,884.222,,,,,
RBG2,idle_wheel_a_max,2018-06-17,3,933.363,785.43,849.4989999999999,,,,,
RBG2,idle_wheel_a_max,2018-06-18,3,893.255,968.3439999999999,864.93,,,,,
RBG2,idle_wheel_a_max,2018-06-19,3,875.408,1017.237,906.318,,,,,
RBG2,idle_wheel_a_max,2018-06-20,3,849.592,883.6060000000001,881.965,,,,,
RBG2,idle_wheel_a_max,2018-06-21,4,863.315,801.332,874.807,917.7080000000001,,,,
RBG2,idle_wheel_a_max,2018-06-22,3,1016.993,957.576,848.43,,,,,
RBG2,idle_wheel_a_max,2018-06-23,2,859.245,836.1060000000001,,,,,,
RBG2,idle_wheel_a_max,2018-06-24,1,820.908,,,,,,,
RBG2,idle_wheel_a_max,2018-06-25,3,841.0260000000001,898.49,853.2439999999999,,,,,
RBG2,idle_wheel_a_max,2018-06-26,3,885.018,895.529,850.452,,,,,
RBG2,idle_wheel_a_max,2018-06-27,3,800.794,812.775,908.457,,,,,
RBG2,idle_wheel_a_max,2018-06-28,4,782.029,1010.9689999999999,878.323,842.095,,,,
RBG2,idle_wheel_a_max,2018-06-29,4,777.558,877.155,916.628,864.697,,,,
RBG2,idle_wheel_a_max,2018-06-30,3,859.7180000000001,828.049,830.568,,,,,
RBG2,idle_wheel_a_max,2018-07-01,3,923.066,892.9839999999999,831.665,,,,,
RBG2,idle_wheel_a_max,2018-07-02,3,938.0010000000001,923.3389999999999,892.6089999999999,,,,,
RBG2,idle_wheel_a_max,2018-07-03,3,924.758,874.4680000000001,947.921,,,,,
RBG2,idle_wheel_a_max,2018-07-04,2,885.002,888.7280000000001,,,,,,
RBG2,idle_wheel_a_max,2018-07-05,4,878.39,888.6439999999999,851.029,839.352,,,,
RBG2,idle_wheel_a_max,2018-07-06,4,1018.459,848.155,936.171,1005.0319999999999,,,,
RBG2,idle_wheel_a_max,2018-07-07,3,779.3530000000001,852.825,878.28,,,,,
RBG2,idle_wheel_a_max,2018-07-08,3,803.9680000000001,919.546,865.988,,,,,
RBG2,idle_wheel_a_max,2018-07-09,5,909.8739999999999,921.809,943.2180000000001,827.0,862.3480000000001,,,
RBG2,idle_wheel_a_max,2018-07-10,4,970.956,946.712,797.8760000000001,993.352,,,,
RBG2,idle_wheel_a_max,2018-07-11,3,778.637,850.747,845.966,,,,,
RBG2,idle_wheel_a_max,2018-07-12,3,854.0189999999999,841.302,777.932,,,,,
RBG2,idle_wheel_a_max,2018-07-13,3,784.789,952.654,929.6489999999999,,,,,
RBG2,idle_wheel_a_max,2018-07-14,3,818.181,808.145,856.658,,,,,
RBG2,idle_wheel_a_max,2018-07-15,3,798.222,782.1360000000001,775.82,,,,,
RBG2,idle_wheel_a_max,2018-07-16,2,796.687,1007.1289999999999,,,,,,
RBG2,lifting_gear_V_eff,2018-03-19,2,0.895,0.8759999999999999,,,,,,
RBG2,lifting_gear_V_eff,2018-03-20,4,0.893,0.91,0.883,0.889,,,,
RBG2,lifting_gear_V_eff,2018-03-21,3,0.924,0.9359999999999999,0.912,,,,,
RBG2,lifting_gear_V_eff,2018-03-22,4,0.925,0.887,0.882,0.912,,,,
RBG2,lifting_gear_V_eff,2018-03-23,3,0.909,0.878,0.909,,,,,
RBG2,lifting_gear_V_eff,2018-03-24,3,0.943,0.9209999999999999,0.919,,,,,
RBG2,lifting_gear_V_eff,2018-03-25,3,0.9159999999999999,0.9329999999999999,0.922,,,,,
RBG2,lifting_gear_V_eff,2018-03-26,3,0.868,0.929,0.919,,,,,
RBG2,lifting_gear_V_eff,2018-03-27,4,0.907,0.917,0.903,0.9229999999999999,,,,
RBG2,lifting_gear_V_eff,2018-03-28,3,0.885,0.907,0.904,,,,,
RBG2,lifting_gear_V_eff,2018-03-29,4,0.9079999999999999,0.9109999999999999,0.907,0.884,,,,
RBG2,lifting_gear_V_eff,2018-03-30,3,0.9329999999999999,0.9229999999999999,0.9179999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-03-31,3,0.92,0.899,0.9,,,,,
RBG2,lifting_gear_V_eff,2018-04-01,3,0.9390000000000001,0.9129999999999999,0.9390000000000001,,,,,
RBG2,lifting_gear_V_eff,2018-04-02,3,0.907,0.919,0.938,,,,,
RBG2,lifting_gear_V_eff,2018-04-03,3,0.9159999999999999,0.8959999999999999,0.883,,,,,
RBG2,lifting_gear_V_eff,2018-04-04,3,0.9109999999999999,0.879,0.905,,,,,
RBG2,lifting_gear_V_eff,2018-04-05,5,0.927,0.9329999999999999,0.9179999999999999,0.941,0.9309999999999999,,,
RBG2,lifting_gear_V_eff,2018-04-06,2,0.9329999999999999,0.927,,,,,,
RBG2,lifting_gear_V_eff,2018-04-07,3,0.929,0.909,0.905,,,,,
RBG2,lifting_gear_V_eff,2018-04-08,3,0.9209999999999999,0.9309999999999999,0.922,,,,,
RBG2,lifting_gear_V_eff,2018-04-09,3,0.879,0.935,0.924,,,,,
RBG2,lifting_gear_V_eff,2018-04-10,4,0.934,0.9390000000000001,0.872,0.9359999999999999,,,,
RBG2,lifting_gear_V_eff,2018-04-11,4,0.929,0.9309999999999999,0.892,0.8740000000000001,,,,
RBG2,lifting_gear_V_eff,2018-04-12,4,0.915,0.915,0.938,0.91,,,,
RBG2,lifting_gear_V_eff,2018-04-13,4,0.92,0.92,0.92,0.917,,,,
RBG2,lifting_gear_V_eff,2018-04-14,3,0.89,0.907,0.894,,,,,
RBG2,lifting_gear_V_eff,2018-04-15,3,0.9129999999999999,0.927,0.904,,,,,
RBG2,lifting_gear_V_eff,2018-04-16,3,0.907,0.92,0.924,,,,,
RBG2,lifting_gear_V_eff,2018-04-17,3,0.94,0.895,0.9329999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-04-18,5,0.915,0.9059999999999999,0.922,0.9079999999999999,0.9129999999999999,,,
RBG2,lifting_gear_V_eff,2018-04-19,3,0.919,0.9470000000000001,0.941,,,,,
RBG2,lifting_gear_V_eff,2018-04-20,4,0.9259999999999999,0.937,0.9179999999999999,0.9159999999999999,,,,
RBG2,lifting_gear_V_eff,2018-04-21,3,0.9359999999999999,0.9420000000000001,0.934,,,,,
RBG2,lifting_gear_V_eff,2018-04-22,3,0.9229999999999999,0.922,0.91,,,,,
RBG2,lifting_gear_V_eff,2018-04-23,3,0.929,0.925,0.9359999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-04-24,3,0.935,0.94,0.922,,,,,
RBG2,lifting_gear_V_eff,2018-04-25,5,0.924,0.877,0.9470000000000001,0.956,0.9520000000000001,,,
RBG2,lifting_gear_V_eff,2018-04-26,3,0.953,0.89,0.875,,,,,
RBG2,lifting_gear_V_eff,2018-04-27,3,0.951,0.934,0.94,,,,,
RBG2,lifting_gear_V_eff,2018-04-28,2,0.94,0.965,,,,,,
RBG2,lifting_gear_V_eff,2018-04-29,1,0.976,,,,,,,
RBG2,lifting_gear_V_eff,2018-04-30,3,0.966,0.93,0.935,,,,,
RBG2,lifting_gear_V_eff,2018-05-01,3,0.929,0.935,0.93,,,,,
RBG2,lifting_gear_V_eff,2018-05-02,4,0.9420000000000001,0.9279999999999999,0.948,0.95,,,,
RBG2,lifting_gear_V_eff,2018-05-03,3,0.934,0.958,0.9109999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-05-04,4,0.9440000000000001,0.9159999999999999,0.93,0.93,,,,
RBG2,lifting_gear_V_eff,2018-05-05,3,0.9420000000000001,0.945,0.9359999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-05-06,3,0.938,0.915,0.9420000000000001,,,,,
RBG2,lifting_gear_V_eff,2018-05-07,4,0.945,0.953,0.958,0.924,,,,
RBG2,lifting_gear_V_eff,2018-05-08,4,0.9229999999999999,0.937,0.903,0.9159999999999999,,,,
RBG2,lifting_gear_V_eff,2018-05-09,3,0.902,0.905,0.89,,,,,
RBG2,lifting_gear_V_eff,2018-05-10,3,0.9640000000000001,0.932,0.919,,,,,
RBG2,lifting_gear_V_eff,2018-05-11,3,0.966,0.9329999999999999,0.937,,,,,
RBG2,lifting_gear_V_eff,2018-05-12,3,0.948,0.9309999999999999,0.941,,,,,
RBG2,lifting_gear_V_eff,2018-05-13,3,0.9420000000000001,0.9440000000000001,0.934,,,,,
RBG2,lifting_gear_V_eff,2018-05-14,3,0.9640000000000001,0.9059999999999999,0.883,,,,,
RBG2,lifting_gear_V_eff,2018-05-15,3,0.9229999999999999,0.9420000000000001,0.94,,,,,
RBG2,lifting_gear_V_eff,2018-05-16,3,0.968,0.955,0.929,,,,,
RBG2,lifting_gear_V_eff,2018-05-17,2,0.9279999999999999,0.9570000000000001,,,,,,
RBG2,lifting_gear_V_eff,2018-05-18,3,0.9690000000000001,0.904,0.932,,,,,
RBG2,lifting_gear_V_eff,2018-05-19,3,0.93,0.9279999999999999,0.9359999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-05-20,3,0.95,0.937,0.937,,,,,
RBG2,lifting_gear_V_eff,2018-05-21,3,0.966,0.9329999999999999,0.9490000000000001,,,,,
RBG2,lifting_gear_V_eff,2018-05-22,3,0.9259999999999999,0.9490000000000001,0.922,,,,,
RBG2,lifting_gear_V_eff,2018-05-23,3,0.941,0.867,0.943,,,,,
RBG2,lifting_gear_V_eff,2018-05-24,3,0.9390000000000001,0.958,0.917,,,,,
RBG2,lifting_gear_V_eff,2018-05-25,3,0.9590000000000001,0.91,0.953,,,,,
RBG2,lifting_gear_V_eff,2018-05-26,3,0.9209999999999999,0.9440000000000001,0.91,,,,,
RBG2,lifting_gear_V_eff,2018-05-27,3,0.937,0.9440000000000001,0.9590000000000001,,,,,
RBG2,lifting_gear_V_eff,2018-05-28,4,0.9359999999999999,0.934,0.9440000000000001,0.946,,,,
RBG2,lifting_gear_V_eff,2018-05-29,2,0.9520000000000001,0.925,,,,,,
RBG2,lifting_gear_V_eff,2018-05-30,4,0.882,0.98,0.943,0.8909999999999999,,,,
RBG2,lifting_gear_V_eff,2018-05-31,3,0.917,0.929,0.932,,,,,
RBG2,lifting_gear_V_eff,2018-06-01,3,0.9329999999999999,0.893,0.892,,,,,
RBG2,lifting_gear_V_eff,2018-06-02,3,0.917,0.92,0.943,,,,,
RBG2,lifting_gear_V_eff,2018-06-03,3,0.917,0.951,0.927,,,,,
RBG2,lifting_gear_V_eff,2018-06-04,3,0.94,0.937,0.929,,,,,
RBG2,lifting_gear_V_eff,2018-06-05,3,0.8859999999999999,0.935,0.917,,,,,
RBG2,lifting_gear_V_eff,2018-06-06,3,0.914,0.929,0.9229999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-06-07,4,0.929,0.885,0.8370000000000001,0.924,,,,
RBG2,lifting_gear_V_eff,2018-06-08,3,0.9009999999999999,0.914,0.951,,,,,
RBG2,lifting_gear_V_eff,2018-06-09,3,0.9420000000000001,0.948,0.925,,,,,
RBG2,lifting_gear_V_eff,2018-06-10,3,0.951,0.9279999999999999,0.9470000000000001,,,,,
RBG2,lifting_gear_V_eff,2018-06-11,3,0.946,0.9329999999999999,0.917,,,,,
RBG2,lifting_gear_V_eff,2018-06-12,4,0.929,0.8759999999999999,0.894,0.943,,,,
RBG2,lifting_gear_V_eff,2018-06-13,3,0.948,0.937,0.9259999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-06-14,3,0.9390000000000001,0.887,0.894,,,,,
RBG2,lifting_gear_V_eff,2018-06-15,3,0.888,0.946,0.914,,,,,
RBG2,lifting_gear_V_eff,2018-06-16,3,0.93,0.915,0.907,,,,,
RBG2,lifting_gear_V_eff,2018-06-17,3,0.955,0.9229999999999999,0.93,,,,,
RBG2,lifting_gear_V_eff,2018-06-18,3,0.937,0.879,0.925,,,,,
RBG2,lifting_gear_V_eff,2018-06-19,3,0.9309999999999999,0.9279999999999999,0.9309999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-06-20,3,0.9,0.94,0.898,,,,,
RBG2,lifting_gear_V_eff,2018-06-21,3,0.9229999999999999,0.894,0.8909999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-06-22,3,0.9159999999999999,0.885,0.9159999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-06-23,2,0.8909999999999999,0.9179999999999999,,,,,,
RBG2,lifting_gear_V_eff,2018-06-24,1,0.893,,,,,,,
RBG2,lifting_gear_V_eff,2018-06-25,3,0.9209999999999999,0.937,0.9209999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-06-26,3,0.93,0.914,0.948,,,,,
RBG2,lifting_gear_V_eff,2018-06-27,3,0.946,0.917,0.92,,,,,
RBG2,lifting_gear_V_eff,2018-06-28,4,0.9420000000000001,0.9309999999999999,0.968,0.9009999999999999,,,,
RBG2,lifting_gear_V_eff,2018-06-29,4,0.902,0.937,0.915,0.8959999999999999,,,,
RBG2,lifting_gear_V_eff,2018-06-30,3,0.93,0.935,0.895,,,,,
RBG2,lifting_gear_V_eff,2018-07-01,3,0.937,0.9259999999999999,0.9209999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-07-02,3,0.924,0.948,0.9390000000000001,,,,,
RBG2,lifting_gear_V_eff,2018-07-03,3,0.9229999999999999,0.9390000000000001,0.92,,,,,
RBG2,lifting_gear_V_eff,2018-07-04,3,0.943,0.915,0.889,,,,,
RBG2,lifting_gear_V_eff,2018-07-05,3,0.94,1.003,0.9109999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-07-06,4,0.9109999999999999,0.9309999999999999,0.899,0.929,,,,
RBG2,lifting_gear_V_eff,2018-07-07,3,0.934,0.91,0.9079999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-07-08,3,0.924,0.92,0.91,,,,,
RBG2,lifting_gear_V_eff,2018-07-09,5,0.9359999999999999,0.9420000000000001,0.914,0.915,0.9059999999999999,,,
RBG2,lifting_gear_V_eff,2018-07-10,4,0.938,0.9109999999999999,0.9390000000000001,0.848,,,,
RBG2,lifting_gear_V_eff,2018-07-11,3,0.909,0.885,0.922,,,,,
RBG2,lifting_gear_V_eff,2018-07-12,3,0.917,0.9059999999999999,0.907,,,,,
RBG2,lifting_gear_V_eff,2018-07-13,3,0.919,0.857,0.904,,,,,
RBG2,lifting_gear_V_eff,2018-07-14,3,0.95,0.925,0.915,,,,,
RBG2,lifting_gear_V_eff,2018-07-15,3,0.935,0.937,0.9059999999999999,,,,,
RBG2,lifting_gear_V_eff,2018-07-16,2,0.897,0.879,,,,,,
RBG2,lifting_gear_a_max,2018-03-19,2,8749.952,7320.925,,,,,,
RBG2,lifting_gear_a_max,2018-03-20,4,7592.83,7169.064,8659.159,8756.538,,,,
RBG2,lifting_gear_a_max,2018-03-21,3,7447.858,7750.638000000001,8979.335,,,,,
RBG2,lifting_gear_a_max,2018-03-22,4,7835.035,7749.897,7492.7080000000005,7928.464,,,,
RBG2,lifting_gear_a_max,2018-03-23,3,7244.096,7196.422,7659.5419999999995,,,,,
RBG2,lifting_gear_a_max,2018-03-24,3,8050.149,8640.24,5788.056,,,,,
RBG2,lifting_gear_a_max,2018-03-25,3,5843.835,5535.741999999999,4899.6320000000005,,,,,
RBG2,lifting_gear_a_max,2018-03-26,3,6586.664000000001,8823.303,8389.559000000001,,,,,
RBG2,lifting_gear_a_max,2018-03-27,4,5748.3240000000005,8013.344,8207.059000000001,8317.18,,,,
RBG2,lifting_gear_a_max,2018-03-28,3,8100.689,9124.775,7489.345,,,,,
RBG2,lifting_gear_a_max,2018-03-29,4,6682.66,8456.54,8890.822,8315.722,,,,
RBG2,lifting_gear_a_max,2018-03-30,3,7215.355,5798.335999999999,3272.366,,,,,
RBG2,lifting_gear_a_max,2018-03-31,3,2092.6620000000003,1715.213,1669.9779999999998,,,,,
RBG2,lifting_gear_a_max,2018-04-01,3,1832.076,1898.711,1920.9920000000002,,,,,
RBG2,lifting_gear_a_max,2018-04-02,3,1852.931,2256.639,3463.027,,,,,
RBG2,lifting_gear_a_max,2018-04-03,3,5644.474,7873.274,7065.831,,,,,
RBG2,lifting_gear_a_max,2018-04-04,3,7223.7080000000005,8352.783000000001,7860.382,,,,,
RBG2,lifting_gear_a_max,2018-04-05,5,7309.121,7234.816999999999,9110.029,9144.298,7988.272,,,
RBG2,lifting_gear_a_max,2018-04-06,2,6477.2080000000005,5268.081,,,,,,
RBG2,lifting_gear_a_max,2018-04-07,3,5010.696,4407.617,2352.6020000000003,,,,,
RBG2,lifting_gear_a_max,2018-04-08,3,1866.013,1815.6029999999998,1717.5539999999999,,,,,
RBG2,lifting_gear_a_max,2018-04-09,3,8030.226,8460.117,7414.563,,,,,
RBG2,lifting_gear_a_max,2018-04-10,4,8859.939,7811.807,7651.765,9017.343,,,,
RBG2,lifting_gear_a_max,2018-04-11,4,8779.641,7942.723000000001,8723.235999999999,8545.216,,,,
RBG2,lifting_gear_a_max,2018-04-12,4,8315.216,7797.581,7670.5509999999995,8283.532,,,,
RBG2,lifting_gear_a_max,2018-04-13,4,7877.133000000001,9222.04,8274.724,8428.679,,,,
RBG2,lifting_gear_a_max,2018-04-14,3,7017.055,6746.99,5937.5509999999995,,,,,
RBG2,lifting_gear_a_max,2018-04-15,3,5402.420999999999,5054.391,4454.622,,,,,
RBG2,lifting_gear_a_max,2018-04-16,3,9140.296,8191.491999999999,7753.893,,,,,
RBG2,lifting_gear_a_max,2018-04-17,3,9158.085,8596.455,7802.106,,,,,
RBG2,lifting_gear_a_max,2018-04-18,5,7669.103,7818.706,7978.1269999999995,8813.543,8315.104,,,
RBG2,lifting_gear_a_max,2018-04-19,3,7652.116,8045.733,7754.259,,,,,
RBG2,lifting_gear_a_max,2018-04-20,4,6438.4619999999995,7956.491999999999,7900.047,7343.427,,,,
RBG2,lifting_gear_a_max,2018-04-21,3,5626.095,5498.5109999999995,4083.414,,,,,
